CustomerID,StockCode,Description,InvoiceDate
d74b2e4a-470c-596c-adc7-44686abeea66,413::Clothing,Clothing,1786775747
cf2249cb-5b8e-5eeb-9c2b-b426f2547515,251::Entertainment,Entertainment,1786794363
2b59fd80-be07-56b5-b303-1bf493c47f4e,422::Movies,Movies,1786805385
cf2249cb-5b8e-5eeb-9c2b-b426f2547515,346::Food &amp; Grocery,Food &amp; Grocery,1786819374
0e8c3e67-a477-5000-a81a-8a1eff8eafbb,216::Health,Health,1786823977
701f83fd-a27e-5598-8e83-a00523ec585f,36::Jewelry &amp; Watches,Jewelry &amp; Watches,1786838166
bb49acba-157e-5dae-9fdb-0153f360aa4f,262::Outdoors,Outdoors,1786516232
701f83fd-a27e-5598-8e83-a00523ec585f,400::Movies,Movies,1786518163
bcc69c81-5039-5a69-b8ec-983d249a6aa1,251::Home,Home,1785825201
2b59fd80-be07-56b5-b303-1bf493c47f4e,251::Health,Health,1785872478
2abd7709-f8c8-5cc6-951f-732c487f00bc,437::Books,Books,1786598829
b2172eae-3293-501b-90b3-2d213a838d9d,153::Beauty,Beauty,1787207717
a6616682-896f-57fd-8466-c59b36b5f83d,445::Electronics,Electronics,1787253601
b2172eae-3293-501b-90b3-2d213a838d9d,460::Entertainment,Entertainment,1786688326
4f2dbd80-194a-5066-b88a-e5a96ebd2404,386::Handmade,Handmade,1786242662
701f83fd-a27e-5598-8e83-a00523ec585f,15::Toys,Toys,1785479071
1ecf1ab5-f873-59d3-8e3f-6535181fa0bb,251::Shoes,Shoes,1785481847
cfb8568a-82f5-5079-b5a5-5895ec98e8a7,251::Beauty,Beauty,1785529519
9d8ca7c8-5325-5a75-bc58-57a9d911925a,462::Kids,Kids,1785391439
bcc69c81-5039-5a69-b8ec-983d249a6aa1,308::Outdoors,Outdoors,1785401935
bcc69c81-5039-5a69-b8ec-983d249a6aa1,71::Computers,Computers,1785910227
bcc69c81-5039-5a69-b8ec-983d249a6aa1,87::Games,Games,1786343152
fda2427c-b4e9-5439-87ae-2a3cad3b16a7,424::Outdoors,Outdoors,1786344455
51dfb5bd-b406-5f25-89ad-6e53efc4f9cb,396::Handmade,Handmade,1786371372
485d061f-0535-59ea-ae4c-a2c9d1f3f645,251::Industrial,Industrial,1785565750
49928f2c-6547-5a02-9709-71f3a45bd041,97::Smart Home,Smart Home,1785594977
23d0708d-4ea5-50a6-95ab-95505cc31541,294::Industrial,Industrial,1786788133
47ab7842-bd56-5ae7-90c8-9b21ed725833,120::Toys,Toys,1786805469
b9ea7871-43ba-54ab-9934-6397ec05ad22,278::Art,Art,1785537696
49d54798-ad8d-5772-9ecf-97c5c8575391,176::Electronics,Electronics,1786689896
49928f2c-6547-5a02-9709-71f3a45bd041,425::Baby,Baby,1785738902
47ab7842-bd56-5ae7-90c8-9b21ed725833,370::Outdoors,Outdoors,1786862950
b6669559-a008-58cc-ac0f-4388e66aaee8,360::Toys,Toys,1785652456
49928f2c-6547-5a02-9709-71f3a45bd041,74::Industrial,Industrial,1785687885
49928f2c-6547-5a02-9709-71f3a45bd041,466::Games,Games,1785689023
49928f2c-6547-5a02-9709-71f3a45bd041,106::Beauty,Beauty,1786155636
485d061f-0535-59ea-ae4c-a2c9d1f3f645,433::Electronics,Electronics,1785384473
b6669559-a008-58cc-ac0f-4388e66aaee8,430::Beauty,Beauty,1786257428
49928f2c-6547-5a02-9709-71f3a45bd041,251::Jewelry &amp; Watches,Jewelry &amp; Watches,1785321165
485d061f-0535-59ea-ae4c-a2c9d1f3f645,442::Games,Games,1785325718
2c60c190-57f6-51de-bdd8-0fbe368836f8,475::Garden &amp; Tools,Garden &amp; Tools,1783499043
10a05e7e-8b80-56eb-aa10-6412a1719376,66::Kids,Kids,1784786992
5bf45d3a-771b-5812-8d4d-dd7299994486,21::Electronics,Electronics,1784390003
427377d9-d74e-5192-a2db-90177e61c6c6,347::Health,Health,1783888774
6d1159f4-5dcf-543f-902e-167780fa5ab3,214::Books,Books,1784873740
a092bfe6-8a9c-5075-a5bb-a60e373d4721,154::Music,Music,1785220580
21e93a3d-2826-5108-a921-e01210c41567,48::Health,Health,1785246180
427377d9-d74e-5192-a2db-90177e61c6c6,266::Handmade,Handmade,1783808020
e8c7045b-cb2d-582e-b285-311a8ed13e20,330::Kids,Kids,1784166228
c1690b27-c589-5ac9-a6ab-21fcb88d6e98,429::Sports,Sports,1784214427
bb16e9b4-a161-5ca9-8193-332656037c31,359::Kids,Kids,1783948212
2c60c190-57f6-51de-bdd8-0fbe368836f8,222::Jewelry &amp; Watches,Jewelry &amp; Watches,1784271670
427377d9-d74e-5192-a2db-90177e61c6c6,237::Smart Home,Smart Home,1784273236
427377d9-d74e-5192-a2db-90177e61c6c6,480::Automotive,Automotive,1784281166
02b5fa83-430e-5e49-8a65-b8bdd436eb27,392::Industrial,Industrial,1783568773
647563da-8516-5ae5-8955-6f9dd595cf68,404::Sports,Sports,1783576786
0ebc70cc-8505-58f0-929e-18f0a8eacc96,261::Toys,Toys,1783586169
02b5fa83-430e-5e49-8a65-b8bdd436eb27,296::Pet Supplies,Pet Supplies,1783626628
5bf45d3a-771b-5812-8d4d-dd7299994486,331::Toys,Toys,1784448568
5bf45d3a-771b-5812-8d4d-dd7299994486,257::Movies,Movies,1784463519
c1690b27-c589-5ac9-a6ab-21fcb88d6e98,476::Garden &amp; Tools,Garden &amp; Tools,1785134030
a092bfe6-8a9c-5075-a5bb-a60e373d4721,181::Computers,Computers,1785143693
6d1159f4-5dcf-543f-902e-167780fa5ab3,251::Toys,Toys,1785176297
e11406ba-bc80-54dd-b431-f41334a010d0,490::Home,Home,1783924074
ee605091-f3ee-517d-9914-d8eee27a0ef3,393::Computers,Computers,1784873400
bd1005f7-b697-53ef-b9fc-3dfce59f1da3,383::Health,Health,1784882516
695f21f3-72d2-589a-b7ae-69a266833fde,375::Jewelry &amp; Watches,Jewelry &amp; Watches,1784766283
e11406ba-bc80-54dd-b431-f41334a010d0,419::Automotive,Automotive,1785133623
5f2e7ce6-390e-5e09-a9f3-aa7234c36015,337::Jewelry &amp; Watches,Jewelry &amp; Watches,1785169349
ee605091-f3ee-517d-9914-d8eee27a0ef3,233::Jewelry &amp; Watches,Jewelry &amp; Watches,1783742102
e11406ba-bc80-54dd-b431-f41334a010d0,8::Garden &amp; Tools,Garden &amp; Tools,1783805722
e11406ba-bc80-54dd-b431-f41334a010d0,125::Movies,Movies,1784591887
dfea6fa8-a86e-5ee0-9208-6c59d5ec5bba,185::Industrial,Industrial,1788786418
1145d653-2cef-56ea-b512-4ef0f0478057,89::Entertainment,Entertainment,1787843520
9439883e-e99c-539a-9bc7-292e8731899a,284::Shoes,Shoes,1787637398
9439883e-e99c-539a-9bc7-292e8731899a,27::Clothing,Clothing,1788845062
dfea6fa8-a86e-5ee0-9208-6c59d5ec5bba,376::Computers,Computers,1788897455
b4c92e2d-bdd1-586c-9e8a-2070fa8323ab,78::Books,Books,1787379030
9439883e-e99c-539a-9bc7-292e8731899a,213::Automotive,Automotive,1787379894
b4c92e2d-bdd1-586c-9e8a-2070fa8323ab,21::Pet Supplies,Pet Supplies,1787422183
e5c2fa3a-cf16-5bf6-acf8-a61ec7734f5f,154::Home,Home,1787930370
74288c61-05bf-516a-a011-148d17af67fb,86::Computers,Computers,1787319886
e5c2fa3a-cf16-5bf6-acf8-a61ec7734f5f,106::Clothing,Clothing,1788070568
1145d653-2cef-56ea-b512-4ef0f0478057,355::Handmade,Handmade,1788126602
c995e10b-aeec-5ad4-bef3-a388ab7eb5ea,429::Clothing,Clothing,1787116902
c995e10b-aeec-5ad4-bef3-a388ab7eb5ea,431::Garden &amp; Tools,Garden &amp; Tools,1787118755
d1369354-c0a5-5730-89b8-1d0244824181,407::Health,Health,1787120568
c995e10b-aeec-5ad4-bef3-a388ab7eb5ea,1::Health,Health,1787121913
c995e10b-aeec-5ad4-bef3-a388ab7eb5ea,85::Art,Art,1787165665
2390ec11-c253-529a-9cab-9109a51f9a99,482::Pet Supplies,Pet Supplies,1786838674
d1369354-c0a5-5730-89b8-1d0244824181,393::Jewelry &amp; Watches,Jewelry &amp; Watches,1786912999
f015c5cd-46d8-5cc9-a750-bcf95559e38f,143::Beauty,Beauty,1785841918
7d41a9b2-41ca-5060-96c3-e82385ff69b5,173::Games,Games,1785869893
d1369354-c0a5-5730-89b8-1d0244824181,465::Toys,Toys,1786343231
d1369354-c0a5-5730-89b8-1d0244824181,306::Jewelry &amp; Watches,Jewelry &amp; Watches,1786350494
ccb029f3-9599-52a3-8b79-9a6604a2f8fd,462::Toys,Toys,1786926196
ca5d396f-3763-5e32-930b-47a1c059f3bc,349::Shoes,Shoes,1786932406
ca5d396f-3763-5e32-930b-47a1c059f3bc,197::Kids,Kids,1786934768
ca5d396f-3763-5e32-930b-47a1c059f3bc,71::Clothing,Clothing,1786943392
f015c5cd-46d8-5cc9-a750-bcf95559e38f,194::Shoes,Shoes,1786956589
2390ec11-c253-529a-9cab-9109a51f9a99,177::Toys,Toys,1787007360
0bf9d037-36ce-5053-9113-73ed2bd5c438,45::Art,Art,1785674131
536b210a-055d-51c1-91e5-8bb368991788,307::Games,Games,1787012398
ccb029f3-9599-52a3-8b79-9a6604a2f8fd,21::Outdoors,Outdoors,1787021994
c995e10b-aeec-5ad4-bef3-a388ab7eb5ea,380::Electronics,Electronics,1787041034
536b210a-055d-51c1-91e5-8bb368991788,49::Music,Music,1787088200
c995e10b-aeec-5ad4-bef3-a388ab7eb5ea,412::Movies,Movies,1787096671
9869ee59-3648-527c-83d7-80a6d8acb975,127::Handmade,Handmade,1786109634
9869ee59-3648-527c-83d7-80a6d8acb975,251::Shoes,Shoes,1785997607
f015c5cd-46d8-5cc9-a750-bcf95559e38f,244::Health,Health,1786028789
2390ec11-c253-529a-9cab-9109a51f9a99,339::Handmade,Handmade,1786739442
d1369354-c0a5-5730-89b8-1d0244824181,39::Books,Books,1786286024
b816aa94-e2d7-5894-a1b6-32918ec3d420,251::Health,Health,1786776146
d1369354-c0a5-5730-89b8-1d0244824181,251::Automotive,Automotive,1786795006
2390ec11-c253-529a-9cab-9109a51f9a99,256::Pet Supplies,Pet Supplies,1786799501
2390ec11-c253-529a-9cab-9109a51f9a99,474::Jewelry &amp; Watches,Jewelry &amp; Watches,1786805526
2390ec11-c253-529a-9cab-9109a51f9a99,15::Jewelry &amp; Watches,Jewelry &amp; Watches,1786810563
76c8ce40-35ad-5973-aba6-8d21211d3054,185::Movies,Movies,1788939345
76c8ce40-35ad-5973-aba6-8d21211d3054,208::Smart Home,Smart Home,1788939345
3c8f263f-c148-5398-beb6-7e8603541d8b,412::Jewelry &amp; Watches,Jewelry &amp; Watches,1788934327
c824de7f-00b2-5eb3-be78-d01b6bbb6b1a,164::Games,Games,1788934756
9e005223-b911-550d-a3ad-b6b52ee952c2,421::Books,Books,1788935026
9e005223-b911-550d-a3ad-b6b52ee952c2,339::Food &amp; Grocery,Food &amp; Grocery,1788935173
9e005223-b911-550d-a3ad-b6b52ee952c2,141::Entertainment,Entertainment,1788940518
af21ea67-370d-5b57-bb43-ca9370aecaea,45::Movies,Movies,1788940857
9ada5876-9052-56ef-987f-95429d433db3,67::Outdoors,Outdoors,1788946760
9e005223-b911-550d-a3ad-b6b52ee952c2,92::Entertainment,Entertainment,1788946779
a23df485-0131-5780-90d1-add6aafeaed4,393::Clothing,Clothing,1788946785
b31cd353-b354-505d-84b4-eeaca7658fbc,394::Movies,Movies,1788946788
1d312585-45c1-531c-94d9-e6e3788789ae,251::Industrial,Industrial,1788946816
cdaa30ed-4ec9-5a7e-8a94-15c403da69ac,15::Handmade,Handmade,1788946829
b31cd353-b354-505d-84b4-eeaca7658fbc,170::Music,Music,1788590067
9ada5876-9052-56ef-987f-95429d433db3,146::Shoes,Shoes,1788595354
b31cd353-b354-505d-84b4-eeaca7658fbc,213::Shoes,Shoes,1788602071
c824de7f-00b2-5eb3-be78-d01b6bbb6b1a,429::Clothing,Clothing,1788618262
b31cd353-b354-505d-84b4-eeaca7658fbc,136::Garden &amp; Tools,Garden &amp; Tools,1788630015
b31cd353-b354-505d-84b4-eeaca7658fbc,20::Smart Home,Smart Home,1788631628
43b686e4-2ee7-5b0b-9255-d0e7f9355238,203::Toys,Toys,1787761185
0954535b-5f51-5c0d-befc-e3b5252b80be,378::Garden &amp; Tools,Garden &amp; Tools,1787352135
f7c2da51-553e-59f6-b09f-873ce23923a6,44::Garden &amp; Tools,Garden &amp; Tools,1787697953
9ada5876-9052-56ef-987f-95429d433db3,222::Music,Music,1788469693
76c8ce40-35ad-5973-aba6-8d21211d3054,189::Beauty,Beauty,1788829760
c824de7f-00b2-5eb3-be78-d01b6bbb6b1a,285::Sports,Sports,1788875022
cdaa30ed-4ec9-5a7e-8a94-15c403da69ac,314::Jewelry &amp; Watches,Jewelry &amp; Watches,1788876864
9ada5876-9052-56ef-987f-95429d433db3,422::Garden &amp; Tools,Garden &amp; Tools,1788239809
cdaa30ed-4ec9-5a7e-8a94-15c403da69ac,11::Movies,Movies,1788242876
9ada5876-9052-56ef-987f-95429d433db3,197::Industrial,Industrial,1788265193
0954535b-5f51-5c0d-befc-e3b5252b80be,376::Music,Music,1788288559
9ada5876-9052-56ef-987f-95429d433db3,266::Music,Music,1788136379
0954535b-5f51-5c0d-befc-e3b5252b80be,267::Shoes,Shoes,1788143731
9ada5876-9052-56ef-987f-95429d433db3,378::Smart Home,Smart Home,1788191893
af21ea67-370d-5b57-bb43-ca9370aecaea,145::Clothing,Clothing,1788741395
b31cd353-b354-505d-84b4-eeaca7658fbc,435::Smart Home,Smart Home,1788762617
cdaa30ed-4ec9-5a7e-8a94-15c403da69ac,342::Movies,Movies,1787893427
f7c2da51-553e-59f6-b09f-873ce23923a6,207::Jewelry &amp; Watches,Jewelry &amp; Watches,1787899481
76c8ce40-35ad-5973-aba6-8d21211d3054,251::Food &amp; Grocery,Food &amp; Grocery,1788330677
b31cd353-b354-505d-84b4-eeaca7658fbc,412::Art,Art,1788330866
9ada5876-9052-56ef-987f-95429d433db3,415::Beauty,Beauty,1788365460
f7c2da51-553e-59f6-b09f-873ce23923a6,314::Baby,Baby,1788370215
c824de7f-00b2-5eb3-be78-d01b6bbb6b1a,79::Movies,Movies,1788381095
b31cd353-b354-505d-84b4-eeaca7658fbc,61::Pet Supplies,Pet Supplies,1788387747
76c8ce40-35ad-5973-aba6-8d21211d3054,246::Automotive,Automotive,1788072899
3c8f263f-c148-5398-beb6-7e8603541d8b,349::Industrial,Industrial,1788122872
c824de7f-00b2-5eb3-be78-d01b6bbb6b1a,443::Jewelry &amp; Watches,Jewelry &amp; Watches,1787976529
9e005223-b911-550d-a3ad-b6b52ee952c2,180::Games,Games,1787983969
c824de7f-00b2-5eb3-be78-d01b6bbb6b1a,302::Shoes,Shoes,1788032231
c824de7f-00b2-5eb3-be78-d01b6bbb6b1a,422::Movies,Movies,1788039239
b31cd353-b354-505d-84b4-eeaca7658fbc,125::Computers,Computers,1788653759
a1ca2448-54df-5c76-a9a2-be2ed564f7ed,138::Smart Home,Smart Home,1788692390
76c8ce40-35ad-5973-aba6-8d21211d3054,283::Smart Home,Smart Home,1787452804
a1ca2448-54df-5c76-a9a2-be2ed564f7ed,434::Smart Home,Smart Home,1787465137
b13f997b-6f54-5ea6-8363-a68b8aa521f9,133::Books,Books,1782380268
b13f997b-6f54-5ea6-8363-a68b8aa521f9,52::Electronics,Electronics,1782487805
a6ca0ac8-4a71-53a2-aa2a-717b7059319b,306::Kids,Kids,1788934456
a6ca0ac8-4a71-53a2-aa2a-717b7059319b,87::Garden &amp; Tools,Garden &amp; Tools,1788935505
e42214d5-8de8-59de-96c3-f7a7efd4cb2b,30::Automotive,Automotive,1788935648
e42214d5-8de8-59de-96c3-f7a7efd4cb2b,68::Smart Home,Smart Home,1788935961
e42214d5-8de8-59de-96c3-f7a7efd4cb2b,251::Shoes,Shoes,1788941331
a6ca0ac8-4a71-53a2-aa2a-717b7059319b,223::Handmade,Handmade,1788945611
08201feb-3950-5046-9106-70f8ed407343,218::Computers,Computers,1788946847
6a9ed012-2674-59df-9f5c-bad0704e3bb1,55::Computers,Computers,1788946872
6a9ed012-2674-59df-9f5c-bad0704e3bb1,7::Books,Books,1788946872
116749c3-6857-518f-885a-76f433aca476,251::Music,Music,1782322934
116749c3-6857-518f-885a-76f433aca476,251::Toys,Toys,1782328811
64f80e17-f2d5-5aaf-bb62-1310f9135b83,251::Clothing,Clothing,1788912904
8155697e-d246-5ea5-9163-81a87c22d69f,251::Food &amp; Grocery,Food &amp; Grocery,1788934552
388ec44d-0cfc-518b-917e-596c3bc30e06,441::Baby,Baby,1788934988
64f80e17-f2d5-5aaf-bb62-1310f9135b83,421::Shoes,Shoes,1788941147
64f80e17-f2d5-5aaf-bb62-1310f9135b83,120::Industrial,Industrial,1788946766
8155697e-d246-5ea5-9163-81a87c22d69f,224::Computers,Computers,1788946791
6b52d7ce-6c33-5982-b035-cc0e8795472f,251::Computers,Computers,1788946810
a0867332-4853-5c52-b2c6-9502753c035b,160::Art,Art,1788946834
372da739-4c70-5c4a-b52d-7bacc50c99e4,389::Sports,Sports,1788946840
79c3791f-1e02-5916-a38d-e1efb664ecd1,456::Entertainment,Entertainment,1788946855
47e5396b-2e44-558c-9ce4-62234192ab7e,126::Kids,Kids,1783231559
b120675f-5869-5b8d-aac9-e0920c7f6eee,365::Pet Supplies,Pet Supplies,1782850865
4e5685be-d249-5da3-baef-b215c8f72504,70::Beauty,Beauty,1781382422
b120675f-5869-5b8d-aac9-e0920c7f6eee,137::Toys,Toys,1782973453
b120675f-5869-5b8d-aac9-e0920c7f6eee,361::Baby,Baby,1782922483
b120675f-5869-5b8d-aac9-e0920c7f6eee,88::Movies,Movies,1782941362
0ec383f3-d25f-5e57-8d5b-8156a6639771,83::Clothing,Clothing,1784024045
0ec383f3-d25f-5e57-8d5b-8156a6639771,403::Handmade,Handmade,1784027719
0ec383f3-d25f-5e57-8d5b-8156a6639771,333::Industrial,Industrial,1784046535
e25b4066-34b9-5f75-9180-e68a0b28fce7,489::Baby,Baby,1784714536
3763c004-d3c5-567f-88f0-d3c0d413b7b2,32::Home,Home,1784959599
c2d2aada-ed70-50a0-a6b0-7ec6785ff2c9,473::Music,Music,1784961349
3763c004-d3c5-567f-88f0-d3c0d413b7b2,432::Art,Art,1784279765
3763c004-d3c5-567f-88f0-d3c0d413b7b2,36::Jewelry &amp; Watches,Jewelry &amp; Watches,1784297164
3763c004-d3c5-567f-88f0-d3c0d413b7b2,269::Entertainment,Entertainment,1784297916
c2d2aada-ed70-50a0-a6b0-7ec6785ff2c9,452::Movies,Movies,1784614809
e25b4066-34b9-5f75-9180-e68a0b28fce7,251::Smart Home,Smart Home,1784649603
e25b4066-34b9-5f75-9180-e68a0b28fce7,409::Garden &amp; Tools,Garden &amp; Tools,1784655003
3763c004-d3c5-567f-88f0-d3c0d413b7b2,26::Handmade,Handmade,1785132388
3763c004-d3c5-567f-88f0-d3c0d413b7b2,172::Food &amp; Grocery,Food &amp; Grocery,1785133554
c2d2aada-ed70-50a0-a6b0-7ec6785ff2c9,168::Home,Home,1785140600
c2d2aada-ed70-50a0-a6b0-7ec6785ff2c9,56::Books,Books,1785193671
c2d2aada-ed70-50a0-a6b0-7ec6785ff2c9,251::Music,Music,1784801264
e25b4066-34b9-5f75-9180-e68a0b28fce7,72::Beauty,Beauty,1784844082
0ec383f3-d25f-5e57-8d5b-8156a6639771,256::Shoes,Shoes,1785045910
3763c004-d3c5-567f-88f0-d3c0d413b7b2,371::Art,Art,1785077078
0ec383f3-d25f-5e57-8d5b-8156a6639771,278::Movies,Movies,1783966433
e25b4066-34b9-5f75-9180-e68a0b28fce7,137::Kids,Kids,1784581470
3763c004-d3c5-567f-88f0-d3c0d413b7b2,288::Handmade,Handmade,1784218511
c2d2aada-ed70-50a0-a6b0-7ec6785ff2c9,251::Computers,Computers,1783317653
a483a349-f78e-51ef-b0ae-ea94d6237578,467::Books,Books,1784530402
f0dba864-c723-5ad1-a72e-6763da026656,479::Art,Art,1784151184
a483a349-f78e-51ef-b0ae-ea94d6237578,251::Industrial,Industrial,1784609143
7edba070-a1f3-5f65-bccb-8a2907e2485b,194::Beauty,Beauty,1785132451
7af9efbc-2241-50ce-aafb-cdca92381bab,427::Automotive,Automotive,1785132680
a483a349-f78e-51ef-b0ae-ea94d6237578,99::Shoes,Shoes,1784010018
843099d4-b681-5d60-8415-e6e7a19b8a68,484::Automotive,Automotive,1782800170
843099d4-b681-5d60-8415-e6e7a19b8a68,52::Handmade,Handmade,1782000502
1a396c2b-3e84-5349-8c11-41f6ceb5ed7b,315::Toys,Toys,1787206969
fa3037c1-12ad-5ff5-b37f-87191a4f5c18,250::Smart Home,Smart Home,1786876330
c0ad6ae4-230f-5b4e-9e47-3626dfb57887,325::Pet Supplies,Pet Supplies,1786170737
69697dc8-abf3-554f-a675-b83307480478,242::Books,Books,1786211233
c0ad6ae4-230f-5b4e-9e47-3626dfb57887,470::Movies,Movies,1785570055
c0ad6ae4-230f-5b4e-9e47-3626dfb57887,251::Clothing,Clothing,1785579046
c0ad6ae4-230f-5b4e-9e47-3626dfb57887,197::Shoes,Shoes,1785598496
2e057d90-5cbd-52c2-91dd-2a430c852d7c,55::Jewelry &amp; Watches,Jewelry &amp; Watches,1786773943
2f17448c-b3b6-5a67-9a13-5497492c6790,90::Outdoors,Outdoors,1785393499
69697dc8-abf3-554f-a675-b83307480478,479::Pet Supplies,Pet Supplies,1786126467
fa3037c1-12ad-5ff5-b37f-87191a4f5c18,96::Beauty,Beauty,1785457261
05e6a9b1-e349-5708-a72b-a23b5fd24815,329::Clothing,Clothing,1785493747
c0ad6ae4-230f-5b4e-9e47-3626dfb57887,251::Automotive,Automotive,1785511565
c0ad6ae4-230f-5b4e-9e47-3626dfb57887,242::Home,Home,1786257745
2f17448c-b3b6-5a67-9a13-5497492c6790,130::Music,Music,1786280834
2c63ac5c-3db4-51fd-97f9-b0af53c4171a,49::Entertainment,Entertainment,1785638194
c0ad6ae4-230f-5b4e-9e47-3626dfb57887,20::Food &amp; Grocery,Food &amp; Grocery,1785650088
6a3f778a-501d-52c4-8e51-1a653de0c324,500::Kids,Kids,1785650961
c0ad6ae4-230f-5b4e-9e47-3626dfb57887,432::Health,Health,1785651244
2c63ac5c-3db4-51fd-97f9-b0af53c4171a,467::Toys,Toys,1785651247
2c63ac5c-3db4-51fd-97f9-b0af53c4171a,492::Toys,Toys,1785652258
6a3f778a-501d-52c4-8e51-1a653de0c324,356::Sports,Sports,1785663381
6a3f778a-501d-52c4-8e51-1a653de0c324,408::Baby,Baby,1785663488
c0ad6ae4-230f-5b4e-9e47-3626dfb57887,167::Handmade,Handmade,1786343453
2e057d90-5cbd-52c2-91dd-2a430c852d7c,251::Clothing,Clothing,1786493404
c0ad6ae4-230f-5b4e-9e47-3626dfb57887,274::Shoes,Shoes,1785910320
1a396c2b-3e84-5349-8c11-41f6ceb5ed7b,474::Movies,Movies,1787017770
05e6a9b1-e349-5708-a72b-a23b5fd24815,420::Art,Art,1787018826
a0598c8a-fa68-5b76-8779-ad44a5180a67,3::Health,Health,1788939345
62dd421d-3c7e-51d0-b191-22268ed658e1,404::Music,Music,1788936743
c3ea6634-f97d-5558-b1ef-91d7b339930f,422::Jewelry &amp; Watches,Jewelry &amp; Watches,1788943280
edefa91c-6b76-5a43-aedf-9786f54f4791,17::Beauty,Beauty,1788946817
54fc60db-1b89-5563-a2fc-cf1292a77ea9,390::Garden &amp; Tools,Garden &amp; Tools,1788934871
55f2d993-34a8-5aa1-a519-d8698c0aaee2,25::Books,Books,1788946870
7e7b39bd-ffbd-5e9d-be38-96b3054d475e,47::Food &amp; Grocery,Food &amp; Grocery,1788946879
381821a1-aea1-51a3-9454-089e7cbcc1a7,215::Smart Home,Smart Home,1788934744
c619b2fb-c179-55f7-9352-aa884e67ce36,273::Movies,Movies,1788935836
381821a1-aea1-51a3-9454-089e7cbcc1a7,292::Industrial,Industrial,1788935984
297748f0-12b0-58af-80c3-9e32049171a4,97::Pet Supplies,Pet Supplies,1788936161
74dc10b1-7b5c-59c7-a034-7a379f42e512,319::Toys,Toys,1788945298
381821a1-aea1-51a3-9454-089e7cbcc1a7,239::Home,Home,1788946755
